epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,153.268,2.27688,6.72516,1.32417,0.80142,0.24179,0.25932,0.10506,2.18738,6.85535,1.52858,0.000850343,0.000850343,0.000850343
20,160.868,2.20108,6.51663,1.34448,0.80945,0.24726,0.2617,0.08935,2.31948,6.39018,1.58264,0.000891029,0.000891029,0.000891029
21,170.54,2.1549,5.87032,1.26411,0.80945,0.24726,0.2617,0.08935,2.31948,6.39018,1.58264,0.00093122,0.00093122,0.00093122
22,178.966,2.30216,6.20677,1.36903,0.80945,0.24726,0.2617,0.08935,2.31948,6.39018,1.58264,0.000970915,0.000970915,0.000970915
23,188.877,2.84691,6.59376,1.43582,0.80945,0.24726,0.2617,0.08935,2.31948,6.39018,1.58264,0.00101012,0.00101012,0.00101012
24,197.31,2.33184,6.49365,1.48016,0.8354,0.27681,0.28167,0.09627,2.37735,6.70302,1.55468,0.00104882,0.00104882,0.00104882
25,204.112,2.22994,5.26521,1.36868,0.8354,0.27681,0.28167,0.09627,2.37735,6.70302,1.55468,0.00108703,0.00108703,0.00108703
26,212.357,2.48736,6.1344,1.5034,0.8354,0.27681,0.28167,0.09627,2.37735,6.70302,1.55468,0.00112475,0.00112475,0.00112475
27,219.035,2.45534,6.05899,1.42438,0.8354,0.27681,0.28167,0.09627,2.37735,6.70302,1.55468,0.00116197,0.00116197,0.00116197
28,225.456,2.12631,5.57319,1.44389,0.8354,0.27681,0.28167,0.09627,2.37735,6.70302,1.55468,0.00119869,0.00119869,0.00119869
29,233.383,2.37723,6.52109,1.50092,0.75446,0.2965,0.25909,0.0785,2.45307,9.00112,1.60847,0.00123492,0.00123492,0.00123492
30,241.014,2.3108,6.08288,1.52168,0.75446,0.2965,0.25909,0.0785,2.45307,9.00112,1.60847,0.00127065,0.00127065,0.00127065
31,246.773,2.19495,5.6531,1.5046,0.75446,0.2965,0.25909,0.0785,2.45307,9.00112,1.60847,0.00130589,0.00130589,0.00130589
32,254.181,2.20487,5.95885,1.46993,0.75446,0.2965,0.25909,0.0785,2.45307,9.00112,1.60847,0.00134064,0.00134064,0.00134064
33,262.248,2.19599,5.40286,1.37214,0.75446,0.2965,0.25909,0.0785,2.45307,9.00112,1.60847,0.00137489,0.00137489,0.00137489
34,271.46,2.2814,6.00986,1.40984,0.81609,0.3326,0.35068,0.13882,2.15764,7.41487,1.45081,0.0013947,0.0013947,0.0013947
35,278.295,2.04774,5.09229,1.34289,0.81609,0.3326,0.35068,0.13882,2.15764,7.41487,1.45081,0.00138644,0.00138644,0.00138644
36,285.858,2.23157,5.48759,1.37624,0.81609,0.3326,0.35068,0.13882,2.15764,7.41487,1.45081,0.00137819,0.00137819,0.00137819
37,294.117,2.1889,5.26449,1.39102,0.81609,0.3326,0.35068,0.13882,2.15764,7.41487,1.45081,0.00136994,0.00136994,0.00136994
38,303.889,2.20838,5.05031,1.31354,0.81609,0.3326,0.35068,0.13882,2.15764,7.41487,1.45081,0.00136169,0.00136169,0.00136169
39,311.673,2.18985,5.17448,1.35685,0.81609,0.3326,0.35068,0.13882,2.15764,7.41487,1.45081,0.00135344,0.00135344,0.00135344
40,318.903,2.11734,4.72087,1.39666,0.88563,0.33042,0.36971,0.15062,2.12959,6.2694,1.40565,0.00134519,0.00134519,0.00134519
41,326.347,2.09567,5.24501,1.35442,0.88563,0.33042,0.36971,0.15062,2.12959,6.2694,1.40565,0.00133693,0.00133693,0.00133693
42,333.611,2.21352,5.35296,1.41608,0.88563,0.33042,0.36971,0.15062,2.12959,6.2694,1.40565,0.00132868,0.00132868,0.00132868
43,340.887,2.31491,5.34475,1.34194,0.88563,0.33042,0.36971,0.15062,2.12959,6.2694,1.40565,0.00132043,0.00132043,0.00132043
44,348.919,2.04765,5.07407,1.35589,0.88563,0.33042,0.36971,0.15062,2.12959,6.2694,1.40565,0.00131218,0.00131218,0.00131218
45,357.19,2.18021,5.18745,1.32953,0.89568,0.31947,0.35994,0.15006,2.15436,5.44888,1.37842,0.00130393,0.00130393,0.00130393
46,365.135,2.40691,6.01897,1.4123,0.89568,0.31947,0.35994,0.15006,2.15436,5.44888,1.37842,0.00129568,0.00129568,0.00129568
47,372.137,2.089,4.94205,1.33311,0.89568,0.31947,0.35994,0.15006,2.15436,5.44888,1.37842,0.00128742,0.00128742,0.00128742
48,380.058,2.11616,5.58428,1.37153,0.89568,0.31947,0.35994,0.15006,2.15436,5.44888,1.37842,0.00127917,0.00127917,0.00127917
49,387.224,2.03812,5.07428,1.29576,0.89568,0.31947,0.35994,0.15006,2.15436,5.44888,1.37842,0.00127092,0.00127092,0.00127092
50,394.216,2.23835,4.55249,1.26653,0.88198,0.32225,0.35255,0.15736,2.10773,5.22994,1.33495,0.00126267,0.00126267,0.00126267
51,401.016,2.08235,4.43709,1.30494,0.88198,0.32225,0.35255,0.15736,2.10773,5.22994,1.33495,0.00125442,0.00125442,0.00125442
52,408.853,2.13376,5.19465,1.2898,0.88198,0.32225,0.35255,0.15736,2.10773,5.22994,1.33495,0.00124617,0.00124617,0.00124617
53,416.418,2.21195,4.89562,1.33446,0.88198,0.32225,0.35255,0.15736,2.10773,5.22994,1.33495,0.00123791,0.00123791,0.00123791
54,423.831,2.24358,4.91224,1.32422,0.88198,0.32225,0.35255,0.15736,2.10773,5.22994,1.33495,0.00122966,0.00122966,0.00122966
55,432.243,2.15296,5.15034,1.28017,0.88198,0.32225,0.35255,0.15736,2.10773,5.22994,1.33495,0.00122141,0.00122141,0.00122141
56,440.301,2.16775,5.22572,1.37727,0.88973,0.34416,0.36193,0.16724,2.06564,4.80066,1.29087,0.00121316,0.00121316,0.00121316
57,449.802,2.19911,4.77747,1.35614,0.88973,0.34416,0.36193,0.16724,2.06564,4.80066,1.29087,0.00120491,0.00120491,0.00120491
58,457.171,2.20043,4.43809,1.27909,0.88973,0.34416,0.36193,0.16724,2.06564,4.80066,1.29087,0.00119666,0.00119666,0.00119666
59,464.326,2.34906,4.89408,1.40534,0.88973,0.34416,0.36193,0.16724,2.06564,4.80066,1.29087,0.0011884,0.0011884,0.0011884
60,471.424,2.0133,4.55955,1.28744,0.88973,0.34416,0.36193,0.16724,2.06564,4.80066,1.29087,0.00118015,0.00118015,0.00118015
61,479.333,2.21101,4.69475,1.30971,0.8215,0.31729,0.30883,0.098,2.4002,5.47862,1.49442,0.0011719,0.0011719,0.0011719
62,486.695,2.57114,5.38578,1.31698,0.8215,0.31729,0.30883,0.098,2.4002,5.47862,1.49442,0.00116365,0.00116365,0.00116365
63,494.126,2.2499,4.83194,1.37359,0.8215,0.31729,0.30883,0.098,2.4002,5.47862,1.49442,0.0011554,0.0011554,0.0011554
64,501.51,2.2627,5.11518,1.3824,0.8215,0.31729,0.30883,0.098,2.4002,5.47862,1.49442,0.00114715,0.00114715,0.00114715
65,508.395,2.27284,4.98877,1.32461,0.8215,0.31729,0.30883,0.098,2.4002,5.47862,1.49442,0.00113889,0.00113889,0.00113889
66,515.976,2.15117,4.72377,1.35581,0.83793,0.29103,0.29716,0.09646,2.30714,5.39778,1.50853,0.00113064,0.00113064,0.00113064
67,523.758,2.04782,4.50409,1.33359,0.83793,0.29103,0.29716,0.09646,2.30714,5.39778,1.50853,0.00112239,0.00112239,0.00112239
68,531.435,2.16368,4.32842,1.29866,0.83793,0.29103,0.29716,0.09646,2.30714,5.39778,1.50853,0.00111414,0.00111414,0.00111414
69,538.899,2.03342,4.47058,1.32491,0.83793,0.29103,0.29716,0.09646,2.30714,5.39778,1.50853,0.00110589,0.00110589,0.00110589
70,546.25,2.16989,4.55261,1.33769,0.83793,0.29103,0.29716,0.09646,2.30714,5.39778,1.50853,0.00109764,0.00109764,0.00109764
71,554.362,2.28027,4.82474,1.42696,0.83793,0.29103,0.29716,0.09646,2.30714,5.39778,1.50853,0.00108938,0.00108938,0.00108938
72,561.572,2.07363,4.78171,1.37137,0.86839,0.34902,0.36212,0.1449,2.06794,4.60078,1.40709,0.00108113,0.00108113,0.00108113
73,568.401,2.12654,4.53169,1.36675,0.86839,0.34902,0.36212,0.1449,2.06794,4.60078,1.40709,0.00107288,0.00107288,0.00107288
74,577.003,2.18926,4.58201,1.37768,0.86839,0.34902,0.36212,0.1449,2.06794,4.60078,1.40709,0.00106463,0.00106463,0.00106463
75,584.315,2.04798,5.36994,1.33366,0.86839,0.34902,0.36212,0.1449,2.06794,4.60078,1.40709,0.00105638,0.00105638,0.00105638
76,591.466,2.19559,4.88086,1.38198,0.86839,0.34902,0.36212,0.1449,2.06794,4.60078,1.40709,0.00104813,0.00104813,0.00104813
