epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,352.959,2.21346,5.25121,1.40456,0.88703,0.31112,0.35543,0.14555,2.15671,6.24382,1.40916,0.00132868,0.00132868,0.00132868
43,360.392,2.36626,5.37203,1.35994,0.88703,0.31112,0.35543,0.14555,2.15671,6.24382,1.40916,0.00132043,0.00132043,0.00132043
44,368.999,2.05932,5.05025,1.36653,0.88703,0.31112,0.35543,0.14555,2.15671,6.24382,1.40916,0.00131218,0.00131218,0.00131218
45,377.729,2.20123,5.28191,1.34783,0.89923,0.29759,0.35172,0.14695,2.14111,5.47183,1.37701,0.00130393,0.00130393,0.00130393
46,386.125,2.37473,6.05031,1.40264,0.89923,0.29759,0.35172,0.14695,2.14111,5.47183,1.37701,0.00129568,0.00129568,0.00129568
47,393.038,2.09192,5.00569,1.33899,0.89923,0.29759,0.35172,0.14695,2.14111,5.47183,1.37701,0.00128742,0.00128742,0.00128742
48,400.456,2.07901,5.57104,1.35756,0.89923,0.29759,0.35172,0.14695,2.14111,5.47183,1.37701,0.00127917,0.00127917,0.00127917
49,407.137,2.02642,5.07287,1.29993,0.89923,0.29759,0.35172,0.14695,2.14111,5.47183,1.37701,0.00127092,0.00127092,0.00127092
50,414.218,2.26361,4.63888,1.27792,0.8465,0.32108,0.35646,0.16104,2.08986,4.96356,1.33457,0.00126267,0.00126267,0.00126267
51,420.67,2.09375,4.43441,1.31169,0.8465,0.32108,0.35646,0.16104,2.08986,4.96356,1.33457,0.00125442,0.00125442,0.00125442
52,428.38,2.16831,5.24446,1.30024,0.8465,0.32108,0.35646,0.16104,2.08986,4.96356,1.33457,0.00124617,0.00124617,0.00124617
53,436.2,2.221,4.91735,1.33593,0.8465,0.32108,0.35646,0.16104,2.08986,4.96356,1.33457,0.00123791,0.00123791,0.00123791
54,442.903,2.26413,4.99688,1.33347,0.8465,0.32108,0.35646,0.16104,2.08986,4.96356,1.33457,0.00122966,0.00122966,0.00122966
55,451.012,2.21003,5.29306,1.30064,0.8465,0.32108,0.35646,0.16104,2.08986,4.96356,1.33457,0.00122141,0.00122141,0.00122141
56,458.815,2.17519,5.20625,1.3844,0.85056,0.33879,0.35988,0.17081,2.04856,4.49666,1.29113,0.00121316,0.00121316,0.00121316
