epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,107.265,2.43588,1.43915,1.24793,0.24877,0.24617,0.23827,0.0893,2.33946,3.1011,1.53237,0.00795205,0.00795205,0.00795205
43,109.86,2.37381,1.7697,1.33852,0.24877,0.24617,0.23827,0.0893,2.33946,3.1011,1.53237,0.0079021,0.0079021,0.0079021
44,112.202,2.5121,1.53029,1.27381,0.24877,0.24617,0.23827,0.0893,2.33946,3.1011,1.53237,0.00785215,0.00785215,0.00785215
45,114.316,2.62912,1.55926,1.31291,0.20099,0.31182,0.19392,0.07142,2.38126,3.13591,1.54823,0.0078022,0.0078022,0.0078022
46,116.701,2.57307,1.42678,1.27704,0.20099,0.31182,0.19392,0.07142,2.38126,3.13591,1.54823,0.00775225,0.00775225,0.00775225
47,119.02,2.24536,1.40859,1.29297,0.20099,0.31182,0.19392,0.07142,2.38126,3.13591,1.54823,0.0077023,0.0077023,0.0077023
48,121.554,2.52508,1.45844,1.3165,0.20099,0.31182,0.19392,0.07142,2.38126,3.13591,1.54823,0.00765235,0.00765235,0.00765235
49,123.881,2.2041,1.4774,1.34596,0.20099,0.31182,0.19392,0.07142,2.38126,3.13591,1.54823,0.0076024,0.0076024,0.0076024
50,126.382,2.74675,1.52031,1.31403,0.1762,0.21335,0.13017,0.05364,2.19531,4.11877,1.42689,0.00755245,0.00755245,0.00755245
51,128.755,2.24736,1.33185,1.21645,0.1762,0.21335,0.13017,0.05364,2.19531,4.11877,1.42689,0.0075025,0.0075025,0.0075025
52,131.286,2.37708,1.428,1.27954,0.1762,0.21335,0.13017,0.05364,2.19531,4.11877,1.42689,0.00745255,0.00745255,0.00745255
53,133.694,2.33097,1.58048,1.48146,0.1762,0.21335,0.13017,0.05364,2.19531,4.11877,1.42689,0.0074026,0.0074026,0.0074026
54,136.4,2.43367,1.48846,1.25694,0.1762,0.21335,0.13017,0.05364,2.19531,4.11877,1.42689,0.00735265,0.00735265,0.00735265
