epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,0.87893,2.86458,3.92537,1.95064,0.00199,0.005,0.00102,0.0002,3.6096,3.85543,1.63678,0.1,0,0
2,1.50053,2.70515,3.77198,1.72243,0.00223,0.005,0.00114,0.00011,3.99644,3.70038,1.87679,0.0990099,9.901e-06,9.901e-06
3,2.08051,2.66757,3.51268,1.84019,0.00172,0.005,0.00087,0.00052,4.26514,3.57765,2.03048,0.0980196,1.9604e-05,1.9604e-05
4,2.69545,2.38209,3.32509,1.57545,0.00167,0.005,0.00084,0.00051,4.42175,3.46139,2.12882,0.0970291,2.9109e-05,2.9109e-05
5,3.27453,2.23431,3.24715,1.50418,0.00167,0.005,0.00085,0.00034,4.57807,3.37851,2.3255,0.0960384,3.8416e-05,3.8416e-05
6,3.90176,2.10922,2.88832,1.55529,0.00167,0.005,0.00086,0.00026,4.73154,3.30124,2.55548,0.0950475,4.7525e-05,4.7525e-05
7,4.47405,1.93504,2.75683,1.4057,0.00167,0.005,0.00086,0.00034,4.94332,3.2369,2.89323,0.0940564,5.6436e-05,5.6436e-05
8,5.14631,2.09564,2.69612,1.38334,0.00167,0.005,0.00089,0.00035,5.05538,3.19277,3.13118,0.0930651,6.5149e-05,6.5149e-05
9,5.84892,2.64722,2.68324,1.47174,0.00167,0.005,0.00089,0.00035,5.05538,3.19277,3.13118,0.0920737,7.3664e-05,7.3664e-05
10,6.47812,1.7246,2.39795,1.36681,0.00167,0.005,0.00097,0.00035,5.0428,3.14194,3.0957,0.091082,8.1981e-05,8.1981e-05
11,7.17302,2.36296,2.46949,1.38715,0.00167,0.005,0.00097,0.00035,5.0428,3.14194,3.0957,0.0900901,9.01e-05,9.01e-05
12,7.8289,1.79164,2.39012,1.4517,0.00167,0.005,0.00104,0.00036,5.03965,3.07899,2.97069,0.089098,9.8021e-05,9.8021e-05
13,8.39508,1.97066,2.22116,1.28764,0.00167,0.005,0.00104,0.00036,5.03965,3.07899,2.97069,0.0881057,0.000105744,0.000105744
14,9.05405,2.11962,2.21879,1.32305,0.00167,0.005,0.0009,0.00034,4.84428,2.96609,2.63556,0.0871133,0.000113269,0.000113269
15,9.62298,1.76055,2.03324,1.28323,0.00167,0.005,0.0009,0.00034,4.84428,2.96609,2.63556,0.0861206,0.000120596,0.000120596
16,10.2508,1.87559,2.06968,1.29552,0.00167,0.005,0.00086,0.00042,4.72009,2.87494,2.36957,0.0851277,0.000127725,0.000127725
17,10.8043,1.84643,1.90945,1.31744,0.00167,0.005,0.00086,0.00042,4.72009,2.87494,2.36957,0.0841347,0.000134656,0.000134656
18,11.4705,2.17535,1.97132,1.23157,0.00333,0.01,0.00172,0.00017,4.47781,2.79178,2.12297,0.0831414,0.000141389,0.000141389
19,12.0802,2.10061,1.88285,1.33294,0.00333,0.01,0.00172,0.00017,4.47781,2.79178,2.12297,0.0821479,0.000147924,0.000147924
20,12.7377,2.08919,1.82048,1.2263,0.00667,0.02,0.00348,0.00069,4.35449,2.77272,2.03026,0.0811543,0.000154261,0.000154261
21,13.5822,1.71974,1.74742,1.37382,0.00667,0.02,0.00348,0.00069,4.35449,2.77272,2.03026,0.0801604,0.0001604,0.0001604
22,14.4224,1.76571,1.75055,1.24904,0.005,0.015,0.00264,0.00035,4.48233,2.94152,2.1272,0.0791663,0.000166341,0.000166341
23,15.0943,1.88762,1.55268,1.22862,0.005,0.015,0.00264,0.00035,4.48233,2.94152,2.1272,0.0781721,0.000172084,0.000172084
24,15.7876,1.76399,1.5765,1.28816,0.005,0.015,0.00264,0.00035,4.48233,2.94152,2.1272,0.0771776,0.000177629,0.000177629
25,16.5107,1.84491,1.72594,1.32272,0.00167,0.005,0.00086,0.00017,4.64268,3.22938,2.2542,0.076183,0.000182976,0.000182976
26,17.2036,1.7169,1.4584,1.21166,0.00167,0.005,0.00086,0.00017,4.64268,3.22938,2.2542,0.0751881,0.000188125,0.000188125
27,17.8753,1.78509,1.50799,1.19974,0.00167,0.005,0.00086,0.00017,4.64268,3.22938,2.2542,0.0741931,0.000193076,0.000193076
28,18.6527,1.63745,1.60189,1.28463,0.00333,0.01,0.00171,0.00051,4.66638,3.5264,2.30638,0.0731978,0.000197829,0.000197829
29,19.2697,1.65869,1.62135,1.26784,0.00333,0.01,0.00171,0.00051,4.66638,3.5264,2.30638,0.0722024,0.000202384,0.000202384
30,19.9147,1.72975,1.47057,1.31043,0.00333,0.01,0.00171,0.00051,4.66638,3.5264,2.30638,0.0712067,0.000206741,0.000206741
31,20.6824,1.65101,1.46977,1.30887,0.00167,0.005,0.00087,0.00035,4.62165,4.00279,2.33201,0.0702109,0.0002109,0.0002109
32,21.3293,1.82302,1.41969,1.29694,0.00167,0.005,0.00087,0.00035,4.62165,4.00279,2.33201,0.0692149,0.000214861,0.000214861
33,21.975,1.9585,1.43791,1.29276,0.00167,0.005,0.00087,0.00035,4.62165,4.00279,2.33201,0.0682186,0.000218624,0.000218624
34,22.6665,1.95404,1.49041,1.26894,0.00167,0.005,0.0009,0.00027,4.53639,4.38201,2.26183,0.0672222,0.000222189,0.000222189
35,23.3574,2.12242,1.44578,1.2905,0.00167,0.005,0.0009,0.00027,4.53639,4.38201,2.26183,0.0662256,0.000225556,0.000225556
36,24.0221,1.88268,1.38463,1.26425,0.00167,0.005,0.0009,0.00027,4.53639,4.38201,2.26183,0.0652287,0.000228725,0.000228725
37,24.6935,1.66525,1.36891,1.26005,0.00167,0.005,0.0009,0.00027,4.53639,4.38201,2.26183,0.0642317,0.000231696,0.000231696
38,25.4615,1.86162,1.44272,1.21609,0.00167,0.005,0.00089,0.00027,4.26966,4.3496,2.05077,0.0632345,0.000234469,0.000234469
