epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,0.485598,0.73029,0.59391,0.2625,0,0,0,0,0,0.09822,0,0.1,0,0
2,0.791677,1.79754,1.52063,0.41882,0,0,0,0,0,0.09129,0,0.0990099,9.901e-06,9.901e-06
3,1.09356,1.38503,0.89627,0.45838,0,0,0,0,0,0.08682,0,0.0980196,1.9604e-05,1.9604e-05
4,1.37901,5.94613,3.73949,1.90733,0,0,0,0,0,0.08795,0,0.0970291,2.9109e-05,2.9109e-05
5,1.66946,6.20077,3.49494,1.35973,0,0,0,0,0,0.09281,0,0.0960384,3.8416e-05,3.8416e-05
6,1.9738,5.09031,3.37973,1.28246,0,0,0,0,0,0.10204,0,0.0950475,4.7525e-05,4.7525e-05
7,2.27624,3.61419,3.53448,1.25348,0,0,0,0,0,0.11629,0,0.0940564,5.6436e-05,5.6436e-05
8,2.57479,5.05838,3.32561,1.18502,0,0,0,0,0,0.13612,0,0.0930651,6.5149e-05,6.5149e-05
9,2.86064,6.1409,3.19362,1.10572,0,0,0,0,0,0.13612,0,0.0920737,7.3664e-05,7.3664e-05
10,3.25481,5.20865,3.26513,1.12485,0,0,0,0,0,0.16171,0,0.091082,8.1981e-05,8.1981e-05
11,3.53325,5.59632,3.07171,0.96337,0,0,0,0,0,0.16171,0,0.0900901,9.01e-05,9.01e-05
12,3.85117,4.99106,3.05553,1.24231,0,0,0,0,0,0.19495,0,0.089098,9.8021e-05,9.8021e-05
13,4.12672,5.08421,2.95811,1.01453,0,0,0,0,0,0.19495,0,0.0881057,0.000105744,0.000105744
14,4.43148,5.7907,2.89025,1.13381,0,0,0,0,0,0.23703,0,0.0871133,0.000113269,0.000113269
15,4.70605,5.24222,2.7538,1.07904,0,0,0,0,0,0.23703,0,0.0861206,0.000120596,0.000120596
16,5.01018,4.84614,2.80969,1.04103,0,0,0,0,0,0.29006,0,0.0851277,0.000127725,0.000127725
17,5.27841,5.02887,2.65452,1.13879,0,0,0,0,0,0.29006,0,0.0841347,0.000134656,0.000134656
18,5.56292,3.92496,2.53927,0.69323,0,0,0,0,0,0.35055,0,0.0831414,0.000141389,0.000141389
19,5.81851,4.65724,2.4479,1.11987,0,0,0,0,0,0.35055,0,0.0821479,0.000147924,0.000147924
20,6.13952,5.2798,2.87562,1.06336,0,0,0,0,0,0.42492,0,0.0811543,0.000154261,0.000154261
21,6.51031,4.74626,2.52202,1.11568,0,0,0,0,0,0.42492,0,0.0801604,0.0001604,0.0001604
22,6.80758,4.8118,2.66167,1.14684,0,0,0,0,0,0.51555,0,0.0791663,0.000166341,0.000166341
23,7.07776,4.85292,2.21357,0.97436,0,0,0,0,0,0.51555,0,0.0781721,0.000172084,0.000172084
24,7.38242,4.81498,2.17914,1.1066,0,0,0,0,0,0.51555,0,0.0771776,0.000177629,0.000177629
25,7.67055,4.7125,2.43203,1.25627,0,0,0,0,0,0.61913,0,0.076183,0.000182976,0.000182976
26,7.93047,4.92913,2.11998,0.9151,0,0,0,0,0,0.61913,0,0.0751881,0.000188125,0.000188125
27,8.20095,5.14949,2.41087,0.97537,0,0,0,0,0,0.61913,0,0.0741931,0.000193076,0.000193076
28,8.53135,4.50163,2.14372,1.06297,0,0,0,0,0,0.74017,0,0.0731978,0.000197829,0.000197829
29,8.78397,4.63933,2.06838,1.05559,0,0,0,0,0,0.74017,0,0.0722024,0.000202384,0.000202384
30,9.06129,4.92805,2.25242,1.11848,0,0,0,0,0,0.74017,0,0.0712067,0.000206741,0.000206741
31,9.45733,5.05521,2.13355,1.05929,0,0,0,0,0,0.87841,0,0.0702109,0.0002109,0.0002109
32,9.74163,5.54911,2.05428,0.97427,0,0,0,0,0,0.87841,0,0.0692149,0.000214861,0.000214861
33,10.0025,5.13955,2.29256,0.88556,0,0,0,0,0,0.87841,0,0.0682186,0.000218624,0.000218624
34,10.3024,4.77624,2.11116,1.00494,0,0,0,0,0,1.03583,0,0.0672222,0.000222189,0.000222189
35,10.5745,5.43673,2.20879,0.85025,0,0,0,0,0,1.03583,0,0.0662256,0.000225556,0.000225556
36,10.8316,4.74103,1.95532,0.92009,0,0,0,0,0,1.03583,0,0.0652287,0.000228725,0.000228725
37,11.1085,4.61996,1.79495,0.97262,0,0,0,0,0,1.03583,0,0.0642317,0.000231696,0.000231696
38,11.4062,4.75543,2.08793,1.0954,0,0,0,0,0,1.2016,0,0.0632345,0.000234469,0.000234469
39,11.6711,4.26744,1.74861,0.93326,0,0,0,0,0,1.2016,0,0.062237,0.000237044,0.000237044
40,11.925,4.75907,1.94591,0.86012,0,0,0,0,0,1.2016,0,0.0612394,0.000239421,0.000239421
41,12.3173,5.06899,1.94974,0.96875,0,0,0,0,0,1.2016,0,0.0602416,0.0002416,0.0002416
42,12.6191,4.82781,1.87484,1.08254,0,0,0,0,0,1.36941,0,0.0592436,0.000243581,0.000243581
43,12.8905,4.11742,1.81248,0.97503,0,0,0,0,0,1.36941,0,0.0582454,0.000245364,0.000245364
44,13.1853,4.53647,1.85555,0.87053,0,0,0,0,0,1.36941,0,0.0572469,0.000246949,0.000246949
45,13.4858,4.9686,1.71763,0.93518,0,0,0,0,0,1.36941,0,0.0562483,0.000248336,0.000248336
