epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,316.75,2.21406,10.4909,1.41276,0.85505,0.33589,0.35373,0.13231,2.16345,15.3089,1.45147,0.00121591,0.00121591,0.00121591
43,323.291,2.40922,10.8359,1.40492,0.85505,0.33589,0.35373,0.13231,2.16345,15.3089,1.45147,0.00120491,0.00120491,0.00120491
44,331.155,2.1339,10.251,1.39859,0.85505,0.33589,0.35373,0.13231,2.16345,15.3089,1.45147,0.00119391,0.00119391,0.00119391
45,337.949,2.17255,10.0686,1.34301,0.87715,0.34262,0.36569,0.15698,2.11745,11.7131,1.38318,0.0011829,0.0011829,0.0011829
46,345.606,2.41001,11.9282,1.40819,0.87715,0.34262,0.36569,0.15698,2.11745,11.7131,1.38318,0.0011719,0.0011719,0.0011719
47,352.825,2.13646,10.1151,1.36941,0.87715,0.34262,0.36569,0.15698,2.11745,11.7131,1.38318,0.0011609,0.0011609,0.0011609
48,361.004,2.22577,11.9505,1.43498,0.87715,0.34262,0.36569,0.15698,2.11745,11.7131,1.38318,0.0011499,0.0011499,0.0011499
49,368.045,2.0447,9.64489,1.30006,0.87715,0.34262,0.36569,0.15698,2.11745,11.7131,1.38318,0.00113889,0.00113889,0.00113889
50,375.182,2.24697,9.34828,1.29425,0.87881,0.33172,0.3612,0.16302,2.13885,10.7431,1.35965,0.00112789,0.00112789,0.00112789
51,381.904,2.11723,9.41879,1.35084,0.87881,0.33172,0.3612,0.16302,2.13885,10.7431,1.35965,0.00111689,0.00111689,0.00111689
52,389.717,2.17423,10.3097,1.31326,0.87881,0.33172,0.3612,0.16302,2.13885,10.7431,1.35965,0.00110589,0.00110589,0.00110589
53,397.411,2.25386,10.2147,1.39976,0.87881,0.33172,0.3612,0.16302,2.13885,10.7431,1.35965,0.00109489,0.00109489,0.00109489
54,404.47,2.28339,9.82095,1.34709,0.87881,0.33172,0.3612,0.16302,2.13885,10.7431,1.35965,0.00108388,0.00108388,0.00108388
55,413.449,2.16515,9.9504,1.28982,0.87881,0.33172,0.3612,0.16302,2.13885,10.7431,1.35965,0.00107288,0.00107288,0.00107288
56,421.264,2.08707,11.4925,1.35038,0.85939,0.34683,0.35677,0.17372,2.06415,9.61574,1.31026,0.00106188,0.00106188,0.00106188
57,430.049,2.28684,9.8058,1.4048,0.85939,0.34683,0.35677,0.17372,2.06415,9.61574,1.31026,0.00105088,0.00105088,0.00105088
58,437.535,2.27437,8.97854,1.32048,0.85939,0.34683,0.35677,0.17372,2.06415,9.61574,1.31026,0.00103987,0.00103987,0.00103987
59,444.639,2.39492,11.5475,1.43117,0.85939,0.34683,0.35677,0.17372,2.06415,9.61574,1.31026,0.00102887,0.00102887,0.00102887
60,451.497,2.00619,9.79463,1.29384,0.85939,0.34683,0.35677,0.17372,2.06415,9.61574,1.31026,0.00101787,0.00101787,0.00101787
61,459.508,2.2442,9.36921,1.32677,0.8201,0.29785,0.31034,0.12355,2.22555,10.3871,1.39564,0.00100687,0.00100687,0.00100687
62,466.903,2.60895,10.1268,1.35632,0.8201,0.29785,0.31034,0.12355,2.22555,10.3871,1.39564,0.000995866,0.000995866,0.000995866
63,474.034,2.31775,9.14005,1.40168,0.8201,0.29785,0.31034,0.12355,2.22555,10.3871,1.39564,0.000984864,0.000984864,0.000984864
64,481.526,2.2973,10.377,1.40665,0.8201,0.29785,0.31034,0.12355,2.22555,10.3871,1.39564,0.000973861,0.000973861,0.000973861
65,488.673,2.31953,9.2501,1.32085,0.8201,0.29785,0.31034,0.12355,2.22555,10.3871,1.39564,0.000962859,0.000962859,0.000962859
66,496.107,2.16613,8.96007,1.38364,0.78303,0.28775,0.28151,0.09074,2.30208,10.9192,1.45784,0.000951857,0.000951857,0.000951857
67,503.804,2.07444,9.79093,1.34693,0.78303,0.28775,0.28151,0.09074,2.30208,10.9192,1.45784,0.000940855,0.000940855,0.000940855
68,512.146,2.16943,8.37452,1.31013,0.78303,0.28775,0.28151,0.09074,2.30208,10.9192,1.45784,0.000929853,0.000929853,0.000929853
69,519.144,2.05788,9.67858,1.3834,0.78303,0.28775,0.28151,0.09074,2.30208,10.9192,1.45784,0.00091885,0.00091885,0.00091885
70,526.527,2.23015,8.82119,1.3469,0.78303,0.28775,0.28151,0.09074,2.30208,10.9192,1.45784,0.000907848,0.000907848,0.000907848
71,535.348,2.30413,9.79381,1.43676,0.78303,0.28775,0.28151,0.09074,2.30208,10.9192,1.45784,0.000896846,0.000896846,0.000896846
72,543.344,2.1491,12.5945,1.37468,0.83539,0.30963,0.3337,0.1208,2.15574,9.5682,1.41482,0.000885844,0.000885844,0.000885844
73,550.863,2.21672,9.63223,1.42184,0.83539,0.30963,0.3337,0.1208,2.15574,9.5682,1.41482,0.000874842,0.000874842,0.000874842
74,560.501,2.17885,8.56734,1.36193,0.83539,0.30963,0.3337,0.1208,2.15574,9.5682,1.41482,0.000863839,0.000863839,0.000863839
75,568.33,2.02295,9.84729,1.33046,0.83539,0.30963,0.3337,0.1208,2.15574,9.5682,1.41482,0.000852837,0.000852837,0.000852837
76,576.149,2.24044,9.90106,1.40199,0.83539,0.30963,0.3337,0.1208,2.15574,9.5682,1.41482,0.000841835,0.000841835,0.000841835
